,date,utm_source_and_medium,utm_campaign,user_count,session_count
190,2024-09-22,google / cpc,campaign_25,1,1
191,2024-09-22,google / cpc,campaign_34,1,1
192,2024-09-22,(direct) / (none),(direct),43,52
193,2024-09-23,m.facebook.com / referral,(referral),13,13
194,2024-09-23,google / cpc,utm_campaign,1,1
195,2024-09-23,google / organic,(organic),48,59
196,2024-09-23,google / cpc,hu_brand,42,44
197,2024-09-23,google / cpc,campaign_16,35,38
198,2024-09-23,facebook / cpc,campaign_18,24,25
199,2024-09-23,facebook / cpc,campaign_14,15,15
200,2024-09-23,l.facebook.com / referral,(referral),14,14
201,2024-09-23,google / cpc,campaign_15,14,14
202,2024-09-23,(direct) / (none),(direct),63,75
203,2024-09-23,google / cpc,hu_pmax_brand,10,11
204,2024-09-23,(not set),(not set),7,9
205,2024-09-23,source_1,(referral),8,9
206,2024-09-23,redir.d-edgeconnect.media / referral,(referral),8,9
207,2024-09-23,google / cpc,campaign_19,9,9
208,2024-09-23,google / cpc,campaign_17,8,8
209,2024-09-23,google / cpc,campaign_20,3,4
210,2024-09-23,google / cpc,campaign_26,4,4
211,2024-09-23,bing / organic,(organic),3,3
212,2024-09-23,googleads.g.doubleclick.net / referral,(referral),3,3
213,2024-09-23,ntp.msn.com / referral,(referral),2,3
214,2024-09-23,email / offline,proposal-by-phone,2,3
215,2024-09-23,l.instagram.com / referral,(referral),2,2
216,2024-09-23,google / cpc,campaign_30,2,2
217,2024-09-23,google / cpc,campaign_23,2,2
218,2024-09-23,google / cpc,campaign_24,2,2
219,2024-09-23,phone / offline,proposal-by-phone,1,2
220,2024-09-23,google / cpc,(organic),1,1
221,2024-09-23,lm.facebook.com / referral,(referral),1,1
222,2024-09-23,mail.google.com / referral,(referral),1,1
223,2024-09-23,statics.teams.cdn.office.net / referral,(referral),1,1
224,2024-09-23,bing / cpc,campaign_9,1,1
225,2024-09-23,bing / cpc,campaign_31,1,1
226,2024-09-23,bing / cpc,campaign_32,1,1
227,2024-09-23,bing / cpc,campaign_42,1,1
228,2024-09-23,bing / cpc,campaign_45,1,1
229,2024-09-23,source_11,campaign_4,1,1
230,2024-09-23,google / cpc,campaign_27,1,1
231,2024-09-23,google / cpc,campaign_22,1,1
232,2024-09-23,bing / cpc,campaign_28,1,1
233,2024-09-23,facebook / cpc,campaign_21,0,1
234,2024-09-23,source_16,hirlevel_c6,1,1
235,2024-09-23,loyalty / email,loyalty-email,1,1
236,2024-09-23,ajanlat / offline,proposal-by-phone,1,1
237,2024-09-23,google / cpc,(not set),56,62
238,2024-09-24,(direct) / (none),(direct),51,59
239,2024-09-24,google / organic,(organic),52,59
240,2024-09-24,google / cpc,hu_brand,43,49
241,2024-09-24,google / cpc,campaign_16,44,48
242,2024-09-24,google / cpc,(not set),33,34
243,2024-09-24,facebook / cpc,campaign_18,26,26
244,2024-09-24,facebook / cpc,campaign_14,25,25
245,2024-09-24,m.facebook.com / referral,(referral),18,18
246,2024-09-24,google / cpc,campaign_15,15,16
247,2024-09-24,redir.d-edgeconnect.media / referral,(referral),12,15
248,2024-09-24,google / cpc,hu_pmax_brand,10,11
249,2024-09-24,ntp.msn.com / referral,(referral),6,8
250,2024-09-24,l.facebook.com / referral,(referral),7,7
251,2024-09-24,google / cpc,campaign_19,5,6
252,2024-09-24,google / cpc,(organic),4,5
253,2024-09-24,google / cpc,campaign_26,5,5
254,2024-09-24,(not set),(not set),3,3
255,2024-09-24,source_1,(referral),3,3
256,2024-09-24,l.instagram.com / referral,(referral),3,3
257,2024-09-24,google / cpc,campaign_30,3,3
258,2024-09-24,google / cpc,campaign_23,3,3
259,2024-09-24,google / cpc,campaign_22,3,3
260,2024-09-24,bing / organic,(organic),2,2
261,2024-09-24,seznam / organic,(organic),1,2
262,2024-09-24,googleads.g.doubleclick.net / referral,(referral),2,2
263,2024-09-24,bing / cpc,campaign_29,2,2
264,2024-09-24,facebook / cpc,campaign_21,2,2
265,2024-09-24,source_16,hirlevel_c6,2,2
266,2024-09-24,ajanlat / offline,campaign_2,1,2
267,2024-09-24,google / cpc,utm_campaign,2,2
268,2024-09-24,source_13,(referral),1,1
269,2024-09-24,lm.facebook.com / referral,(referral),1,1
270,2024-09-24,msn.com / referral,(referral),1,1
271,2024-09-24,bing / cpc,campaign_31,1,1
272,2024-09-24,google / cpc,campaign_20,1,1
273,2024-09-24,bing / cpc,campaign_32,1,1
274,2024-09-24,bing / cpc,campaign_42,1,1
275,2024-09-24,google / cpc,campaign_34,1,1
276,2024-09-24,bing / cpc,campaign_35,1,1
277,2024-09-24,bing / cpc,campaign_28,1,1
278,2024-09-24,source_17,hirlevel_c9,1,1
279,2024-09-24,ajanlat / offline,proposal-by-phone,1,1
280,2024-09-24,phone / offline,proposal-by-phone,1,1
281,2024-09-25,google / cpc,(not set),36,39
282,2024-09-25,ajanlat / offline,campaign_2,0,1
283,2024-09-25,google / cpc,hu_brand,40,41
284,2024-09-25,(direct) / (none),(direct),44,55
285,2024-09-25,google / organic,(organic),33,37
286,2024-09-25,facebook / cpc,campaign_18,29,29
287,2024-09-25,google / cpc,campaign_15,16,18
288,2024-09-25,facebook / cpc,campaign_14,15,16
289,2024-09-25,l.facebook.com / referral,(referral),12,13
290,2024-09-25,redir.d-edgeconnect.media / referral,(referral),12,13
291,2024-09-25,google / cpc,hu_pmax_brand,9,9
292,2024-09-25,m.facebook.com / referral,(referral),8,8
293,2024-09-25,(not set),(not set),5,6
294,2024-09-25,lm.facebook.com / referral,(referral),6,6
295,2024-09-25,source_1,(referral),4,4
296,2024-09-25,ntp.msn.com / referral,(referral),2,3
297,2024-09-25,google / cpc,campaign_19,3,3
298,2024-09-25,google / cpc,campaign_26,3,3
299,2024-09-25,ajanlat / offline,proposal-by-phone,2,3
300,2024-09-25,google / cpc,(organic),1,2
301,2024-09-25,bing / organic,(organic),1,1
302,2024-09-25,seznam / organic,(organic),1,1
303,2024-09-25,yahoo / organic,(organic),1,1
304,2024-09-25,source_18,(referral),1,1
305,2024-09-25,source_19,(referral),1,1
306,2024-09-25,l.instagram.com / referral,(referral),1,1
307,2024-09-25,google / cpc,campaign_20,1,1
308,2024-09-25,google / cpc,campaign_30,1,1
309,2024-09-25,bing / cpc,campaign_42,1,1
310,2024-09-25,google / cpc,campaign_43,1,1
311,2024-09-25,source_11,campaign_4,1,1
312,2024-09-25,bing / cpc,campaign_35,1,1
313,2024-09-25,bing / cpc,campaign_28,1,1
314,2024-09-25,bing / cpc,campaign_29,1,1
315,2024-09-25,source_17,hirlevel_c9,1,1
316,2024-09-25,google / cpc,campaign_16,39,42
317,2024-09-26,seznam / organic,(organic),1,1
318,2024-09-26,google / cpc,utm_campaign,1,1
319,2024-09-26,google / organic,(organic),40,45
320,2024-09-26,google / cpc,hu_brand,41,45
321,2024-09-26,facebook / cpc,campaign_18,35,35
322,2024-09-26,google / cpc,(not set),23,24
323,2024-09-26,google / cpc,campaign_15,17,20
324,2024-09-26,facebook / cpc,campaign_14,13,14
325,2024-09-26,l.facebook.com / referral,(referral),13,13
326,2024-09-26,source_1,(referral),8,12
327,2024-09-26,google / cpc,hu_pmax_brand,11,12
328,2024-09-26,redir.d-edgeconnect.media / referral,(referral),8,8
329,2024-09-26,(not set),(not set),1,7
330,2024-09-26,ntp.msn.com / referral,(referral),4,7
331,2024-09-26,google / cpc,campaign_19,4,5
332,2024-09-26,m.facebook.com / referral,(referral),4,4
333,2024-09-26,google / cpc,(organic),2,3
334,2024-09-26,ajanlat / offline,campaign_2,3,3
335,2024-09-26,l.instagram.com / referral,(referral),2,2
336,2024-09-26,mail.google.com / referral,(referral),2,2
337,2024-09-26,msn.com / referral,(referral),2,2
338,2024-09-26,google / cpc,campaign_20,1,2
339,2024-09-26,source_11,campaign_4,2,2
340,2024-09-26,email / offline,proposal-by-phone,1,2
341,2024-09-26,bing / organic,(organic),1,1
342,2024-09-26,ecosia.org / organic,(organic),1,1
343,2024-09-26,(direct) / (none),(direct),81,84
344,2024-09-26,source_6,(referral),1,1
345,2024-09-26,email.seznam.cz / referral,(referral),1,1
346,2024-09-26,glamour.hu / referral,(referral),1,1
347,2024-09-26,gmail.hu / referral,(referral),1,1
348,2024-09-26,instagram.com / referral,(referral),1,1
349,2024-09-26,lm.facebook.com / referral,(referral),1,1
350,2024-09-26,source_12,(referral),1,1
351,2024-09-26,webmail.telekom.hu / referral,(referral),1,1
352,2024-09-26,bing / cpc,campaign_9,1,1
353,2024-09-26,google / cpc,campaign_27,1,1
354,2024-09-26,google / cpc,campaign_34,1,1
355,2024-09-26,google / cpc,campaign_22,1,1
356,2024-09-26,bing / cpc,campaign_35,1,1
357,2024-09-26,bing / cpc,campaign_28,1,1
358,2024-09-26,bing / cpc,campaign_29,1,1
359,2024-09-26,facebook / cpc,campaign_21,1,1
360,2024-09-26,google / cpc,campaign_26,1,1
361,2024-09-26,ajanlat / offline,proposal-by-phone,1,1
362,2024-09-26,google / cpc,campaign_16,37,49
363,2024-09-27,(direct) / (none),(direct),59,63
364,2024-09-27,google / cpc,campaign_16,33,40
365,2024-09-27,google / cpc,hu_brand,36,40
366,2024-09-27,google / organic,(organic),31,35
367,2024-09-27,google / cpc,(not set),18,19
368,2024-09-27,google / cpc,campaign_15,18,19
369,2024-09-27,facebook / cpc,campaign_14,18,18
370,2024-09-27,google / cpc,hu_pmax_brand,16,16
371,2024-09-27,facebook / cpc,campaign_18,12,13
372,2024-09-27,(not set),(not set),2,8
373,2024-09-27,google / cpc,(organic),5,8
374,2024-09-27,redir.d-edgeconnect.media / referral,(referral),7,7
375,2024-09-27,google / cpc,campaign_19,7,7
376,2024-09-27,google / cpc,campaign_26,6,7
377,2024-09-27,l.facebook.com / referral,(referral),5,5
378,2024-09-27,ntp.msn.com / referral,(referral),5,5
379,2024-09-27,m.facebook.com / referral,(referral),4,4
380,2024-09-27,source_1,(referral),3,3
381,2024-09-27,google / cpc,campaign_17,1,3
382,2024-09-27,source_6,(referral),2,2
383,2024-09-27,instagram.com / referral,(referral),2,2
384,2024-09-27,bing / cpc,campaign_42,2,2
385,2024-09-27,bing / cpc,campaign_28,1,2
386,2024-09-27,loyalty / email,loyalty-email,1,2
387,2024-09-27,google / cpc,utm_campaign,2,2
388,2024-09-27,(direct) / (none),(not set),1,1
389,2024-09-27,email.seznam.cz / referral,(referral),1,1
390,2024-09-27,glamour.hu / referral,(referral),1,1
391,2024-09-27,source_13,(referral),1,1
392,2024-09-27,kereso.startlap.hu / referral,(referral),1,1
393,2024-09-27,l.instagram.com / referral,(referral),1,1
394,2024-09-27,mail.centrum.cz / referral,(referral),1,1
395,2024-09-27,trc.taboola.com / referral,(referral),1,1
396,2024-09-27,webmail.telekom.hu / referral,(referral),1,1
397,2024-09-27,bing / cpc,campaign_31,1,1
398,2024-09-27,google / cpc,campaign_30,1,1
399,2024-09-27,google / cpc,campaign_27,1,1
400,2024-09-27,google / cpc,campaign_53,1,1
401,2024-09-27,bing / cpc,campaign_29,1,1
402,2024-09-27,ajanlat / offline,campaign_2,1,1
403,2024-09-27,email / offline,proposal-by-phone,1,1
404,2024-09-28,m.facebook.com / referral,(referral),2,2
405,2024-09-28,email / offline,proposal-by-phone,1,1
406,2024-09-28,google / cpc,hu_brand,34,40
407,2024-09-28,google / organic,(organic),33,39
408,2024-09-28,facebook / cpc,campaign_14,24,26
409,2024-09-28,google / cpc,(not set),20,22
410,2024-09-28,google / cpc,campaign_15,12,13
411,2024-09-28,redir.d-edgeconnect.media / referral,(referral),11,12
412,2024-09-28,google / cpc,hu_pmax_brand,10,11
413,2024-09-28,google / cpc,(organic),4,7
414,2024-09-28,facebook / cpc,campaign_18,7,7
415,2024-09-28,(not set),(not set),5,6
416,2024-09-28,l.facebook.com / referral,(referral),6,6
417,2024-09-28,google / cpc,campaign_26,4,4
418,2024-09-28,source_1,(referral),3,3
419,2024-09-28,instagram.com / referral,(referral),3,3
420,2024-09-28,google / cpc,campaign_19,3,3
421,2024-09-28,google / cpc,campaign_30,3,3
422,2024-09-28,source_9,hirlevel_c3,2,3
423,2024-09-28,seznam / organic,(organic),2,2
424,2024-09-28,l.instagram.com / referral,(referral),2,2
425,2024-09-28,google / cpc,campaign_16,43,52
426,2024-09-28,source_7,(referral),1,2
427,2024-09-28,bing / cpc,campaign_42,2,2
428,2024-09-28,ajanlat / offline,campaign_2,1,2
429,2024-09-28,source_13,(referral),1,1
430,2024-09-28,kereso.startlap.hu / referral,(referral),1,1
431,2024-09-28,mail.centrum.cz / referral,(referral),1,1
432,2024-09-28,msn.com / referral,(referral),1,1
433,2024-09-28,ntp.msn.com / referral,(referral),1,1
434,2024-09-28,google / cpc,campaign_20,1,1
435,2024-09-28,google / cpc,campaign_34,1,1
436,2024-09-28,bing / cpc,campaign_28,1,1
437,2024-09-28,facebook / cpc,campaign_21,1,1
438,2024-09-28,(direct) / (none),(direct),47,51
439,2024-09-29,(direct) / (none),(direct),61,63
440,2024-09-29,google / cpc,campaign_16,48,57
441,2024-09-29,google / cpc,hu_brand,39,45
442,2024-09-29,google / organic,(organic),31,36
443,2024-09-29,google / cpc,(not set),30,35
444,2024-09-29,facebook / cpc,campaign_14,19,20
445,2024-09-29,google / cpc,campaign_15,16,18
446,2024-09-29,google / cpc,hu_pmax_brand,13,13
447,2024-09-29,google / cpc,campaign_19,9,12
448,2024-09-29,l.facebook.com / referral,(referral),9,10
449,2024-09-29,facebook / cpc,campaign_18,9,10
450,2024-09-29,redir.d-edgeconnect.media / referral,(referral),9,9
451,2024-09-29,email / offline,proposal-by-phone,1,9
452,2024-09-29,(not set),(not set),6,7
453,2024-09-29,source_1,(referral),3,4
454,2024-09-29,m.facebook.com / referral,(referral),4,4
455,2024-09-29,instagram.com / referral,(referral),3,3
456,2024-09-29,google / cpc,campaign_30,3,3
457,2024-09-29,google / cpc,campaign_26,3,3
458,2024-09-29,seznam / organic,(organic),2,2
459,2024-09-29,ntp.msn.com / referral,(referral),2,2
460,2024-09-29,bing / cpc,campaign_28,2,2
461,2024-09-29,facebook / cpc,campaign_21,2,2
462,2024-09-29,google / cpc,(organic),1,1
463,2024-09-29,gmail.hu / referral,(referral),1,1
464,2024-09-29,l.instagram.com / referral,(referral),1,1
465,2024-09-29,source_7,(referral),1,1
466,2024-09-29,source_11,campaign_4,1,1
467,2024-09-29,bing / cpc,campaign_33,1,1
468,2024-09-29,bing / cpc,campaign_35,1,1
469,2024-09-29,source_16,hirlevel_c6,1,1
470,2024-09-29,source_9,hirlevel_c5,1,1
471,2024-09-30,bing / cpc,campaign_28,4,4
472,2024-09-30,ajanlat / offline,proposal-by-phone,1,1
473,2024-09-30,google / organic,(organic),50,54
474,2024-09-30,google / cpc,hu_brand,33,36
475,2024-09-30,google / cpc,(not set),24,26
476,2024-09-30,google / cpc,campaign_15,14,15
477,2024-09-30,google / cpc,hu_pmax_brand,15,15
478,2024-09-30,l.facebook.com / referral,(referral),11,14
479,2024-09-30,facebook / cpc,campaign_14,12,12
480,2024-09-30,google / cpc,campaign_19,9,11
481,2024-09-30,m.facebook.com / referral,(referral),10,10
482,2024-09-30,redir.d-edgeconnect.media / referral,(referral),8,8
483,2024-09-30,google / cpc,campaign_26,4,5
484,2024-09-30,(not set),(not set),4,4
485,2024-09-30,source_1,(referral),4,4
486,2024-09-30,bing / cpc,campaign_31,3,4
487,2024-09-30,google / cpc,campaign_16,48,58
488,2024-09-30,google / cpc,(organic),3,3
489,2024-09-30,ntp.msn.com / referral,(referral),3,3
490,2024-09-30,(direct) / (none),(not set),2,2
491,2024-09-30,seznam / organic,(organic),2,2
492,2024-09-30,lm.facebook.com / referral,(referral),2,2
493,2024-09-30,facebook / cpc,campaign_21,2,2
494,2024-09-30,email.seznam.cz / referral,(referral),1,1
495,2024-09-30,hotelcms.hu / referral,(referral),1,1
496,2024-09-30,kereso.startlap.hu / referral,(referral),1,1
497,2024-09-30,google / cpc,campaign_54,1,1
498,2024-09-30,google / cpc,campaign_25,1,1
499,2024-09-30,google / cpc,campaign_34,1,1
500,2024-09-30,(direct) / (none),(direct),51,55
501,2024-10-01,google / cpc,campaign_20,4,4
502,2024-10-01,google / cpc,(not set),42,50
503,2024-10-01,google / cpc,hu_brand,45,50
504,2024-10-01,google / cpc,campaign_16,44,49
505,2024-10-01,(direct) / (none),(direct),33,38
506,2024-10-01,google / cpc,campaign_15,31,38
507,2024-10-01,facebook / cpc,campaign_14,19,19
508,2024-10-01,google / cpc,hu_pmax_brand,15,16
509,2024-10-01,google / cpc,campaign_19,9,13
510,2024-10-01,facebook / cpc,campaign_18,9,9
511,2024-10-01,(not set),(not set),7,7
512,2024-10-01,redir.d-edgeconnect.media / referral,(referral),7,7
513,2024-10-01,google / cpc,campaign_26,5,7
514,2024-10-01,l.facebook.com / referral,(referral),6,6
515,2024-10-01,m.facebook.com / referral,(referral),6,6
516,2024-10-01,source_1,(referral),4,5
517,2024-10-01,google / cpc,campaign_17,5,5
518,2024-10-01,bing / cpc,campaign_28,5,5
519,2024-10-01,google / cpc,(organic),4,4
520,2024-10-01,google / organic,(organic),53,62
521,2024-10-01,facebook / cpc,campaign_21,3,3
522,2024-10-01,ntp.msn.com / referral,(referral),2,2
523,2024-10-01,bing / cpc,campaign_31,1,2
524,2024-10-01,google / cpc,campaign_23,2,2
525,2024-10-01,google / cpc,utm_campaign,1,2
526,2024-10-01,(direct) / (none),(not set),1,1
527,2024-10-01,bing / organic,(organic),1,1
528,2024-10-01,lm.facebook.com / referral,(referral),1,1
529,2024-10-01,bing / cpc,campaign_42,1,1
530,2024-10-01,google / cpc,campaign_43,1,1
531,2024-10-01,bing / cpc,campaign_29,1,1
532,2024-10-01,source_16,hirlevel_c6,1,1
533,2024-10-01,ajanlat / offline,proposal-by-phone,1,1
534,2024-10-01,phone / offline,proposal-by-phone,1,1
535,2024-10-02,(direct) / (none),(direct),48,52
536,2024-10-02,google / cpc,hu_brand,43,50
537,2024-10-02,google / organic,(organic),47,49
