,search_log_id,upsell_type,name,unit_price,pieces,sum_price
0,129894,12,MEDI40_EN,37.8,2,75.6
1,130637,12,MEDI40_HU,13600.0,1,13600.0
2,132560,13,SUMCSOB90_DE,55.3,1,55.3
3,132895,2,PROS_HU,10990.0,1,10990.0
4,132895,9,NONABAR_HU,8990.0,1,8990.0
5,134278,1,HCHAMPAGNE_HU,8990.0,1,8990.0
6,134278,8,FRUITCHOC_HU,19990.0,1,19990.0
7,134278,13,SUMCSOB90_HU,19900.0,1,19900.0
8,135503,8,FRUITCHOC_HU,19990.0,1,19990.0
9,135604,2,PROS_HU,10990.0,1,10990.0
10,135627,2,PROS_HU,10990.0,1,10990.0
11,136466,3,KREINBON_HU,61.0,1,122.0
12,136466,11,AM30_DE,31.0,1,31.0
13,138148,13,SUMCSOB90_HU,19900.0,1,19900.0
14,138163,9,NONABAR_HU,8990.0,1,8990.0
15,138163,13,SUMCSOB90_HU,19900.0,1,19900.0
16,138163,14,SUMCSOB80_EN,26500.0,1,26500.0
17,138202,9,NONABAR_HU,8990.0,1,8990.0
18,139552,12,MEDI40_EN,37.8,2,75.6
19,139552,12,MEDI40_EN,37.8,2,75.6
20,139616,13,SUMCSOB90_HU,19900.0,1,19900.0
21,142400,1,HCHAMPAGNE_HU,24.97,1,24.97
22,143449,12,MEDI40_EN,37.8,1,37.8
23,144883,13,SUMCSOB90_HU,19900.0,1,19900.0
24,144996,16,BALA25_DE,30.0,1,30.0
25,146240,18,BALDREAM_EN,102.22,2,204.44
26,148411,17,BALDREAM_DE,171.25,1,171.25
27,150639,12,MEDI40_EN,37.8,2,75.6
28,150795,9,NONABAR_HU,8990.0,1,8990.0
29,150926,12,MEDI40_HU,13600.0,2,27200.0
30,152406,12,MEDI40_HU,13600.0,2,27200.0
31,152609,10,ABAR_HU,21990.0,1,21990.0
32,152710,12,MEDI40_HU,13600.0,2,27200.0
33,154288,8,FRUITCHOC_DE,55.53,1,55.53
34,154288,20,M40_DE,35.0,1,35.0
35,154288,21,IM_DE,40.0,1,40.0
36,154288,29,LM120_EN,87.0,1,87.0
37,155748,28,HAR60_EN,8910.0,1,8910.0
38,156772,9,NONABAR_HU,8990.0,1,8990.0
39,156772,21,IM_HU,15210.0,1,15210.0
40,156810,12,MEDI40_HU,12240.0,2,24480.0
41,156824,24,HUSPRING_HU,23850.0,1,23850.0
42,156840,22,SWEET50_HU,16560.0,1,16560.0
43,156840,28,HAR60_EN,8910.0,2,17820.0
44,156872,17,BALDREAM_HU,55485.0,1,55485.0
45,156980,21,IM_EN,40.0,2,80.0
46,156980,26,DC90_EN,63.0,2,126.0
47,157081,28,HAR60_EN,8910.0,1,8910.0
48,157399,28,HAR60_EN,8910.0,1,8910.0
49,157500,21,IM_HU,15210.0,1,15210.0
50,157418,29,LM120_EN,33210.0,1,33210.0
51,157622,17,BALDREAM_HU,55485.0,1,55485.0
52,157679,28,HAR60_EN,8910.0,1,8910.0
53,157730,12,MEDI40_HU,12240.0,2,24480.0
54,157862,28,HAR60_EN,8910.0,1,8910.0
55,157984,20,SZM40_HU,13230.0,1,13230.0
56,158104,12,MEDI40_HU,12240.0,2,24480.0
57,158825,10,ABAR_HU,21990.0,1,21990.0
58,160125,28,HAR60_EN,8910.0,1,8910.0
59,161678,17,BALDREAM_DE,154.13,1,154.13
60,161678,20,M40_DE,35.0,2,70.0
61,161678,23,EXBAMB50_DE,41.0,2,82.0
62,162633,28,HAR60_EN,8910.0,1,8910.0
