,id,search_log_id,adults,children,picked_price,picked_room
139,3974,76674,3,0,140288.0,ROOMCC
140,3975,76675,2,0,,
141,3976,76676,2,0,,
142,3977,76677,2,0,,
143,3978,76678,2,0,,
144,3979,76679,2,0,,
145,3980,76680,2,0,,
146,3981,76681,2,0,,
147,3982,76682,2,0,,
148,3983,76683,2,0,,
149,3984,76683,2,0,,
150,3985,76683,1,0,,
151,3986,76684,2,0,,
152,3987,76685,3,3,,
153,3988,76686,2,0,,
154,3990,76688,2,0,,
155,3991,76689,2,0,,
156,3992,76690,2,1,,
157,3993,76691,2,0,,
158,3994,76691,2,0,,
159,3995,76692,2,0,,
160,3996,76692,2,0,,
161,3997,76693,2,0,,
162,4000,76696,2,0,,
163,4001,76697,2,0,,
164,4002,76697,2,0,,
165,4003,76698,2,0,,
166,4004,76699,2,0,,
167,4005,76700,2,0,,
168,4006,76701,2,0,,
169,4007,76702,2,0,,
170,4008,76703,1,0,140148.0,ROOMBB
171,4009,76704,2,0,,
172,4010,76705,2,0,,
173,4011,76705,2,0,,
174,4012,76706,2,2,,
175,4013,76707,2,1,,
176,4014,76708,2,2,,
177,4015,76709,2,1,,
178,4016,76710,2,1,,
179,4017,76711,2,1,,
180,4018,76712,2,0,,
181,4019,76713,2,0,,
182,4020,76714,2,0,,
183,4021,76715,2,2,,
184,4022,76715,2,2,,
185,4023,76715,2,2,,
186,4024,76716,2,2,,
187,4025,76716,2,2,,
188,4026,76716,2,2,,
189,4027,76717,2,2,,
190,4028,76717,2,2,,
191,4029,76717,2,2,,
192,4030,76718,2,3,,
193,4031,76719,2,3,,
194,4032,76720,1,2,,
195,4033,76720,1,1,,
196,4034,76721,1,3,,
197,4035,76722,3,3,,
198,4036,76723,1,3,,
199,4037,76723,2,0,,
200,4038,76724,2,0,,
201,4039,76725,2,0,,
202,4040,76726,2,0,,
203,4041,76726,0,2,,
204,4042,76726,1,1,,
205,4043,76727,1,1,,
206,4044,76727,1,1,,
207,4045,76727,1,1,,
208,4046,76728,2,0,,
209,4047,76729,2,1,,
210,4048,76730,2,0,,
211,4049,76731,2,0,,
212,4050,76732,2,2,,
213,4051,76733,2,0,109633.0,ROOMBB
214,4052,76734,2,0,,
215,4056,76736,3,0,,
216,4057,76737,3,0,,
217,4058,76738,3,0,,
218,4059,76739,2,0,,
219,4060,76740,2,1,,
220,4061,76740,0,0,,
221,4062,76741,2,1,,
222,4063,76741,1,2,,
223,4064,76742,2,1,,
224,4065,76742,1,2,,
225,4066,76743,1,2,,
226,4067,76744,1,2,,
227,4068,76745,1,2,,
228,4069,76746,2,2,,
229,4070,76747,2,0,,
230,4071,76747,2,0,,
231,4072,76748,2,2,,
232,4073,76749,1,1,,
233,4074,76749,1,1,,
234,4076,76751,2,0,,
235,4077,76752,2,3,,
236,4078,76753,2,1,,
237,4079,76754,2,0,,
238,4080,76755,2,1,137591.5,ROOMCC
239,4081,76756,2,0,,
240,4082,76757,2,0,,
241,4083,76758,4,0,,
242,4084,76759,2,0,,
243,4085,76760,2,2,,
244,4086,76761,2,1,,
245,4087,76762,2,2,,
246,4088,76763,2,2,,
247,4089,76764,2,0,,
248,4090,76765,2,0,,
249,4091,76766,2,0,,
250,4092,76767,2,0,,
251,4093,76768,2,0,,
252,4094,76769,2,0,62593.0,ROOMDD
253,4095,76770,2,0,,
254,4096,76771,2,0,,
255,4099,76774,2,0,,
256,4100,76775,2,2,,
257,4101,76776,2,2,,
258,4102,76777,2,2,,
259,4103,76778,2,1,,
260,4104,76779,2,0,,
261,4105,76779,0,1,,
262,4106,76780,2,1,,
263,4107,76781,2,1,,
264,4108,76782,2,0,,
265,4109,76783,2,1,,
266,4110,76784,2,2,,
267,4111,76785,2,0,,
268,4112,76786,2,0,,
269,4113,76787,2,1,,
270,4114,76788,2,2,,
271,4115,76789,2,2,,
272,4116,76790,2,0,,
273,4117,76791,2,2,,
274,4118,76792,2,1,,
275,4119,76793,2,1,,
276,4120,76794,2,1,,
277,4121,76795,2,0,,
278,4122,76795,0,0,,
279,4123,76796,2,0,,
280,4124,76796,2,0,,
281,4125,76797,2,0,,
282,4126,76798,2,1,,
283,4127,76799,2,0,,
284,4128,76800,2,0,,
285,4129,76801,2,0,,
286,4130,76802,2,0,,
287,4131,76802,2,0,,
288,4132,76803,2,3,,
289,4133,76804,2,0,,
290,4137,76808,2,0,,
291,4138,76809,2,0,,
292,4139,76810,2,1,216618.0,ROOMEE
293,4140,76811,2,0,,
294,4141,76812,2,0,,
295,4142,76813,3,3,,
296,4143,76814,3,3,,
297,4144,76815,3,3,,
298,4145,76816,3,3,,
299,4146,76817,3,3,,
300,4147,76818,3,3,,
301,4148,76819,3,3,,
302,4149,76820,2,0,,
303,4150,76820,2,0,,
304,4151,76820,2,0,,
305,4152,76820,2,0,,
306,4153,76821,3,3,,
307,4154,76822,3,3,,
308,4155,76823,2,0,,
309,4156,76823,2,0,,
310,4157,76824,3,3,,
311,4158,76825,3,3,,
312,4159,76826,2,0,,
313,4160,76827,3,3,,
314,4161,76828,3,3,,
315,4162,76829,2,0,,
316,4163,76829,2,0,,
317,4164,76829,2,0,,
318,4165,76829,1,0,,
319,4166,76829,1,0,,
320,4167,76830,3,3,,
321,4168,76831,2,0,,
322,4169,76831,2,0,,
323,4170,76831,2,0,,
324,4171,76832,2,0,,
325,4172,76833,1,0,,
326,4173,76833,1,0,,
327,4174,76834,2,1,,
328,4175,76834,1,2,,
329,4177,76836,2,0,,
330,4178,76836,2,0,,
331,4179,76836,2,0,,
332,4180,76836,1,0,,
333,4181,76837,2,0,,
334,4182,76837,2,0,,
335,4183,76837,2,0,,
336,4184,76838,2,0,,
337,4185,76839,2,0,,
338,4186,76840,2,0,,
339,4187,76840,2,0,,
340,4188,76840,2,0,,
341,4189,76841,2,0,,
342,4190,76842,1,0,,
343,4191,76842,1,0,,
344,4192,76843,1,0,,
345,4193,76843,1,0,,
346,4194,76844,2,2,,
347,4195,76845,2,0,,
348,4196,76846,2,1,,
349,4197,76847,2,0,,
350,4198,76847,2,0,,
351,4199,76848,2,0,,
352,4200,76848,3,1,,
353,4201,76848,2,0,,
354,4202,76849,2,0,163037.0,ROOMFF
355,4203,76850,2,0,,
356,4204,76851,3,2,,
357,4205,76852,3,2,,
358,4206,76853,2,1,,
359,4207,76854,2,0,,
360,4208,76855,2,0,,
361,4209,76856,6,4,,
362,4210,76857,2,3,,
363,4211,76858,2,0,,
364,4212,76859,3,0,,
365,4213,76860,3,0,,
366,4214,76861,1,0,,
367,4215,76862,3,0,,
368,4218,76864,2,0,,
369,4219,76865,2,0,,
370,4220,76866,2,2,,
371,4221,76867,2,2,,
372,4222,76868,4,0,,
373,4223,76869,2,0,,
374,4224,76870,2,1,,
375,4225,76871,2,0,,
376,4226,76872,2,0,,
377,4227,76873,1,0,,
378,4228,76874,2,1,,
379,4229,76875,2,0,,
380,4230,76876,2,0,,
381,4231,76876,2,0,,
382,4232,76877,2,0,,
383,4233,76878,2,0,,
384,4234,76879,2,0,,
385,4235,76879,2,0,,
386,4236,76880,2,0,,
387,4237,76881,2,0,,
388,4238,76882,4,2,,
389,4239,76883,2,1,,
390,4240,76883,2,1,,
391,4241,76884,2,1,,
392,4242,76884,2,1,,
393,4243,76885,2,1,,
394,4244,76885,2,1,,
395,4245,76886,2,1,,
396,4246,76886,2,1,,
397,4247,76887,3,0,,
398,4248,76888,2,0,,
399,4249,76889,2,0,,
400,4250,76890,2,0,,
401,4251,76891,2,0,,
402,4252,76892,2,0,,
403,4253,76893,2,0,,
404,4254,76894,3,1,,
405,4255,76895,2,0,,
406,4256,76896,2,0,,
407,4257,76897,3,1,,
408,4258,76898,2,0,,
409,4259,76899,2,0,,
410,4260,76900,2,1,,
411,4261,76901,1,0,,
412,4262,76902,2,0,,
413,4263,76903,1,0,,
414,4264,76903,0,0,,
415,4265,76904,1,0,,
416,4266,76904,1,0,,
417,4267,76905,2,1,,
418,4268,76906,2,0,,
419,4269,76907,2,0,,
420,4270,76908,1,0,,
421,4271,76909,2,0,,
422,4272,76910,1,0,,
423,4273,76911,1,0,,
424,4274,76912,1,0,,
425,4275,76913,2,2,,
426,4276,76914,2,2,,
427,4277,76915,2,2,,
428,4278,76916,1,0,,
429,4279,76917,2,2,,
430,4280,76918,2,2,,
431,4281,76919,2,0,,
432,4282,76920,1,0,,
433,4283,76921,2,0,,
434,4284,76922,4,2,,
435,4285,76923,4,0,,
436,4286,76923,4,0,,
437,4287,76924,4,2,,
438,4288,76925,2,0,,
439,4289,76926,2,2,,
440,4290,76926,2,0,,
441,4291,76926,2,2,,
442,4292,76926,2,2,,
443,4293,76926,2,3,,
444,4294,76927,2,1,,
445,4295,76927,2,1,,
446,4296,76928,2,1,,
447,4297,76928,2,1,,
448,4298,76929,1,0,,
449,4299,76930,2,1,,
450,4300,76931,2,2,,
451,4301,76932,2,2,244455.0,ROOMEE
452,4302,76933,2,0,,
453,4303,76934,2,0,,
454,4304,76935,2,0,,
455,4305,76936,2,0,,
456,4306,76937,1,0,,
457,4307,76938,2,0,,
458,4310,76940,2,0,,
459,4311,76941,2,0,,
460,4312,76942,2,0,,
461,4313,76943,2,2,,
462,4314,76944,2,2,,
463,4315,76945,2,0,,
464,4316,76946,2,2,,
465,4317,76947,3,0,,
466,4318,76947,2,1,,
467,4319,76947,2,0,,
468,4320,76947,2,2,,
469,4321,76948,2,0,,
470,4322,76949,2,2,,
471,4324,76951,2,0,,
472,4325,76951,2,2,,
473,4326,76951,2,1,,
474,4327,76951,2,0,,
475,4328,76951,1,0,,
476,4329,76952,1,0,,
477,4330,76953,2,0,,
478,4331,76954,2,0,,
479,4332,76955,1,0,,
480,4333,76956,2,0,,
481,4334,76957,2,0,262732.0,ROOMBB
482,4335,76958,2,0,,
483,4336,76959,2,0,,
484,4337,76960,2,1,,
485,4338,76961,2,1,,
486,4339,76962,2,0,119952.0,ROOMCC
487,4340,76963,2,0,,
488,4341,76964,2,2,,
489,4342,76964,2,0,,
490,4343,76964,2,2,,
491,4344,76964,2,2,,
492,4345,76964,2,2,,
493,4346,76965,2,1,,
494,4347,76966,2,1,,
495,4348,76967,2,0,,
496,4349,76968,2,0,,
497,4350,76969,1,2,,
498,4351,76969,1,2,,
499,4352,76970,1,2,,
500,4353,76970,1,2,,
501,4354,76971,1,2,,
502,4355,76971,1,2,,
503,4356,76972,2,3,,
504,4357,76973,2,1,,
505,4358,76974,2,1,,
506,4359,76975,2,1,,
507,4360,76976,4,0,,
508,4361,76977,2,0,,
509,4362,76978,2,2,,
510,4363,76979,2,2,,
511,4364,76980,2,0,,
512,4365,76981,2,3,,
513,4366,76982,2,0,,
514,4367,76982,2,0,,
515,4368,76982,2,0,,
516,4369,76982,2,0,,
517,4370,76982,2,0,,
518,4371,76982,2,0,,
519,4372,76982,2,0,,
520,4373,76982,2,0,,
521,4374,76982,2,0,,
522,4375,76982,2,0,,
523,4376,76983,2,1,,
524,4377,76984,2,0,,
525,4378,76985,2,0,,
526,4379,76986,2,0,,
527,4380,76987,2,0,,
528,4381,76988,2,0,,
529,4382,76989,2,0,,
530,4383,76990,2,0,,
531,4384,76991,2,0,,
532,4385,76992,3,0,,
533,4386,76993,1,0,,
534,4387,76994,2,0,,
535,4388,76994,1,0,,
536,4389,76995,2,0,,
537,4390,76995,1,0,,
538,4391,76996,2,0,,
539,4392,76997,2,0,112914.0,ROOMCC
540,4410,77015,2,0,,
541,4502,77107,2,0,,
542,4503,77108,2,0,,
543,4504,77109,2,0,,
544,4505,77110,2,0,,
545,4506,77111,2,0,,
546,4507,77112,2,0,,
547,4508,77113,2,0,,
548,4509,77114,2,0,,
549,4510,77115,2,0,160834.0,ROOMDD
550,4511,77116,2,0,,
551,4513,77118,2,0,,
552,4514,77119,2,1,,
553,4515,77120,2,2,,
554,4516,77121,2,2,,
555,4517,77122,2,1,,
556,4518,77123,2,0,,
557,4519,77123,2,1,,
558,4520,77124,2,0,,
559,4521,77125,4,0,,
560,4522,77126,2,0,,
561,4523,77127,2,0,,
562,4524,77128,2,2,,
563,4574,77178,3,0,,
564,4587,77191,2,0,,
565,4588,77192,2,0,,
566,4589,77193,3,1,,
567,4590,77194,2,0,,
568,4591,77195,2,1,,
569,4592,77196,3,1,,
570,4593,77197,2,1,,
571,4594,77198,2,0,,
572,4595,77199,2,3,,
573,4596,77200,2,1,,
574,4597,77201,2,4,,
575,4598,77202,2,1,,
576,4599,77202,1,2,,
577,4600,77203,2,0,,
578,4601,77204,2,0,,
579,4602,77205,2,0,,
580,4603,77206,2,0,,
581,4604,77207,2,0,,
582,4605,77208,2,0,,
583,4606,77209,2,0,220320.0,ROOMDD
584,4607,77210,2,0,,
585,4608,77211,2,0,,
586,4609,77212,3,1,,
587,4610,77213,3,1,,
588,4611,77214,2,0,,
589,4612,77215,3,1,,
590,4613,77216,2,1,,
591,4614,77217,2,1,,
592,4615,77218,2,0,,
593,4616,77219,2,0,,
594,4617,77220,2,0,,
595,4618,77221,2,0,,
596,4619,77222,2,0,,
597,4620,77223,2,0,,
598,4621,77224,2,0,148583.0,ROOMGG
599,4622,77225,2,1,,
600,4623,77226,2,1,,
601,4624,77227,2,0,,
602,4625,77228,2,0,,
603,4626,77229,2,1,,
604,4627,77230,2,1,,
605,4628,77231,2,1,,
606,4629,77232,2,1,,
607,4630,77233,2,0,,
608,4631,77234,2,2,,
609,4632,77235,2,0,,
610,4633,77236,1,1,,
611,4634,77237,2,0,,
612,4635,77238,2,1,,
613,4636,77239,2,2,,
614,4639,77241,1,0,,
615,4640,77242,1,2,,
616,4642,77244,2,2,,
617,4643,77245,3,0,,
618,4644,77246,2,2,,
619,4645,77247,2,0,,
620,4646,77248,2,0,,
621,4647,77249,2,0,,
622,4648,77250,2,2,,
623,4649,77251,2,0,,
624,4650,77252,2,0,,
625,4651,77253,2,0,,
626,4652,77254,2,0,,
627,4653,77255,2,0,,
628,4654,77256,1,1,,
629,4655,77257,1,1,,
630,4656,77258,2,0,,
631,4657,77259,2,0,,
632,4658,77260,2,0,,
633,4659,77261,2,0,,
634,4660,77262,2,2,,
635,4661,77263,2,0,,
636,4662,77264,2,0,,
637,4663,77265,2,2,,
638,4664,77266,2,0,,
639,4665,77267,2,1,,
640,4666,77268,2,1,,
641,4667,77269,2,0,,
642,4668,77270,2,0,,
643,4669,77271,2,0,,
644,4670,77272,2,0,274590.0,ROOMAA
645,4671,77273,2,0,,
646,4672,77274,2,0,,
647,4673,77275,2,2,,
648,4674,77276,2,2,,
649,4675,77277,2,0,,
650,4676,77278,2,0,112363.0,ROOMGG
651,4677,77279,2,0,,
652,4678,77279,2,0,,
653,4679,77280,4,0,,
654,4680,77281,2,2,,
655,4681,77282,2,2,,
656,4682,77283,2,2,,
657,4683,77284,2,0,,
658,4684,77285,4,0,,
659,4685,77286,2,0,,
660,4686,77287,6,1,,
661,4687,77288,6,1,,
662,4688,77289,6,1,,
663,4689,77290,6,1,,
664,4690,77291,2,1,,
665,4691,77291,1,1,,
666,4692,77291,2,0,,
667,4693,77292,2,1,,
668,4694,77293,2,0,,
669,4695,77294,2,0,,
670,4696,77295,2,2,,
671,4697,77296,2,0,,
672,4698,77297,2,0,,
673,4699,77298,2,0,,
674,4700,77299,2,0,,
675,4701,77300,3,0,,
676,4702,77300,2,1,,
677,4703,77301,2,0,,
678,4705,77303,2,0,,
679,4709,77307,2,2,,
680,4710,77307,2,2,,
681,4711,77307,2,2,,
682,4712,77308,2,1,,
683,4713,77309,2,0,,
684,4714,77310,2,1,,
685,4715,77310,0,0,,
686,4716,77311,2,1,,
687,4717,77312,2,0,,
688,4718,77312,2,0,,
689,4720,77314,2,0,,
690,4723,77317,2,0,400610.0,ROOMCC
691,4724,77318,2,0,,
692,4725,77319,2,2,,
693,4728,77322,2,3,,
694,4729,77323,2,2,136819.0,ROOMEE
695,4730,77324,2,1,,
696,4731,77324,2,0,,
697,4732,77324,2,0,,
698,4733,77324,1,0,,
699,4734,77325,2,2,,
700,4735,77326,2,2,,
701,4736,77327,2,0,,
702,4737,77328,2,0,171299.0,ROOMDD
703,4738,77328,2,0,171299.0,ROOMDD
704,4739,77329,2,1,,
705,4740,77330,2,1,,
706,4741,77330,3,0,,
707,4742,77331,2,0,,
708,4821,77410,2,0,,
709,4826,77415,4,0,,
710,4828,77417,2,0,,
711,4829,77418,2,0,,
712,4830,77419,2,0,,
713,4831,77420,2,0,,
714,4832,77421,2,0,,
715,4833,77422,2,2,,
716,4834,77423,2,0,,
717,4835,77424,2,2,,
718,4836,77425,2,2,,
719,4838,77427,2,2,,
720,4839,77428,2,0,,
721,4840,77429,2,0,,
722,4841,77430,2,0,,
723,4842,77430,0,0,,
724,4843,77431,2,0,,
725,4844,77432,2,0,,
726,4845,77433,2,0,,
727,4846,77434,1,0,,
728,4847,77435,2,1,,
729,4848,77436,2,1,,
730,4850,77438,2,0,,
731,4851,77439,2,0,,
732,4852,77440,2,0,,
733,4853,77441,2,1,,
734,4854,77442,2,3,,
735,4855,77443,1,0,,
736,4856,77444,2,2,,
737,4857,77445,2,3,,
738,4858,77446,2,0,,
739,4859,77447,2,0,,
740,4861,77449,3,0,,
741,4862,77450,2,0,,
742,4863,77451,2,0,,
743,4865,77453,2,2,,
744,4866,77454,2,2,,
745,4867,77455,2,2,,
746,4868,77456,1,1,,
747,4869,77456,1,1,,
748,4870,77457,1,1,,
749,4871,77457,1,1,,
750,4872,77458,2,3,,
751,4873,77459,2,1,,
752,4874,77460,2,0,,
753,4875,77461,2,2,,
754,4876,77462,2,0,,
755,4877,77463,2,0,,
756,4878,77464,2,1,,
757,4880,77466,2,0,,
758,4881,77467,2,0,,
759,4882,77468,2,1,,
760,4883,77469,2,0,388282.0,ROOMBB
761,4884,77470,2,1,,
762,4885,77471,2,2,,
763,4886,77472,2,0,,
764,4887,77473,2,0,,
765,4888,77474,2,0,,
766,4889,77475,2,0,,
767,4890,77476,2,0,,
768,4891,77477,2,0,,
769,4892,77478,2,3,,
770,4893,77479,1,0,,
771,4894,77479,1,0,,
772,4895,77480,2,0,,
773,4896,77481,1,0,,
774,4897,77481,1,0,,
775,4898,77482,2,0,,
776,4899,77483,2,0,,
777,4900,77484,1,0,,
778,4901,77484,1,0,,
779,4902,77485,2,1,,
780,4903,77486,2,1,,
781,4904,77487,1,0,,
782,4905,77488,2,1,,
783,4906,77489,2,0,,
784,4907,77490,2,0,,
785,4908,77491,2,0,,
786,4909,77492,2,0,136598.0,ROOMCC
787,4910,77493,2,0,,
788,4911,77494,2,0,,
789,4912,77495,2,1,,
790,4914,77497,2,0,,
791,4915,77498,2,0,974.88,ROOMFF
792,4916,77499,2,0,,
793,4917,77499,2,0,,
794,4918,77499,2,0,,
795,4919,77500,2,0,,
796,4920,77501,2,0,,
797,4921,77501,2,0,,
798,4922,77501,2,0,,
799,4923,77501,1,0,,
800,4924,77502,2,0,,
801,4925,77503,1,0,,
802,4926,77504,2,0,,
803,4927,77505,2,0,,
804,4928,77506,2,0,,
805,4929,77507,2,0,,
806,4930,77508,2,0,,
807,4931,77509,2,0,,
808,4932,77510,1,0,,
809,4933,77511,2,0,,
810,4934,77512,2,0,,
811,4935,77513,2,0,,
812,4936,77514,2,2,,
813,4937,77515,2,2,,
814,4938,77516,2,0,,
815,4939,77517,2,1,,
816,4940,77518,2,0,,
817,4941,77519,2,0,,
818,4942,77520,2,0,,
819,4945,77522,2,0,,
820,4946,77523,2,0,,
821,4947,77524,1,0,,
822,4948,77525,2,0,,
823,4949,77526,2,0,,
824,4950,77527,2,1,,
825,4951,77527,2,0,,
826,4952,77527,2,0,,
827,4953,77527,1,0,,
828,4954,77528,2,2,,
829,4955,77529,2,2,,
830,4956,77530,2,0,,
831,4957,77531,2,0,,
832,4958,77532,2,1,,
833,4959,77533,2,1,,
834,4960,77534,2,0,,
835,4961,77535,2,1,,
836,4962,77536,2,1,,
837,4963,77537,2,1,,
838,4964,77538,2,1,107712.0,ROOMDD
839,4965,77538,2,0,113832.0,ROOMAA
840,4966,77538,2,0,113832.0,ROOMAA
841,4967,77538,1,0,86904.0,ROOMAA
842,4968,77539,3,1,,
843,4969,77540,2,1,,
844,4970,77541,2,1,,
845,4971,77542,2,1,,
846,4972,77543,1,0,,
847,4973,77544,2,1,,
848,4974,77545,2,1,,
849,4975,77546,2,0,,
850,4976,77547,2,0,,
851,4977,77548,2,1,,
852,4978,77549,2,0,,
853,4979,77550,2,0,,
854,4980,77551,2,0,,
855,4981,77552,2,1,,
856,4982,77553,1,0,97409.0,ROOMDD
857,4983,77554,2,1,,
858,4984,77555,2,1,,
859,4985,77556,2,0,,
860,4986,77557,4,4,,
861,4987,77558,2,0,,
862,4988,77559,2,0,,
863,4989,77559,0,0,,
864,4990,77559,0,0,,
865,4991,77559,0,0,,
866,4992,77560,2,0,243.4,ROOMDD
867,4993,77560,2,0,243.4,ROOMDD
868,4994,77560,2,0,243.4,ROOMDD
869,4995,77560,2,0,243.4,ROOMDD
870,4996,77561,1,0,,
871,4997,77562,1,0,,
872,4998,77563,3,0,,
873,4999,77564,2,2,,
874,5000,77565,2,3,,
875,5001,77566,1,2,,
876,5002,77566,1,1,,
877,5005,77568,3,0,,
878,5008,77570,2,0,,
879,5009,77571,2,0,,
880,5010,77572,2,0,,
881,5011,77573,2,0,,
882,5012,77574,1,0,,
883,5013,77575,2,0,,
884,5014,77576,2,0,,
885,5015,77577,2,0,100246.0,ROOMDD
886,5016,77578,2,0,,
887,5017,77579,2,0,,
888,5018,77580,2,0,,
889,5019,77581,2,1,,
890,5020,77582,3,0,,
891,5021,77583,2,0,,
892,5022,77584,2,0,,
893,5023,77585,3,0,,
894,5024,77586,2,0,,
895,5025,77587,2,0,,
896,5026,77588,2,0,,
897,5027,77589,2,0,,
898,5028,77590,2,0,,
899,5029,77591,2,0,,
900,5030,77592,2,1,,
901,5031,77593,2,0,,
902,5032,77594,2,2,,
903,5033,77595,2,0,,
904,5034,77596,2,1,,
905,5035,77597,2,1,,
906,5036,77598,2,2,,
907,5037,77599,2,1,,
908,5038,77600,2,1,,
909,5039,77601,2,1,,
910,5040,77602,2,1,,
911,5041,77603,2,2,,
912,5042,77604,2,1,,
913,5043,77605,2,0,,
914,5044,77606,2,2,,
915,5045,77607,2,2,,
916,5046,77608,2,1,,
917,5047,77608,2,0,,
918,5048,77609,2,1,,
919,5049,77610,2,0,,
920,5050,77611,2,0,,
921,5051,77612,2,2,,
922,5052,77613,2,2,,
923,5053,77614,2,2,,
924,5054,77615,2,2,,
925,5055,77616,2,0,136598.0,ROOMCC
926,5056,77617,2,1,,
927,5057,77618,2,2,,
928,5058,77619,2,1,,
929,5059,77620,2,1,,
930,5060,77621,1,0,,
931,5061,77622,3,0,,
932,5062,77623,2,0,,
933,5063,77624,2,0,,
934,5064,77625,2,0,,
935,5065,77626,2,1,,
936,5066,77627,3,0,,
937,5067,77628,2,1,,
938,5068,77629,2,1,,
939,5069,77630,2,2,,
940,5070,77631,2,2,,
941,5071,77632,2,1,,
942,5072,77633,2,0,,
943,5073,77634,1,0,,
944,5076,77637,2,0,,
945,5077,77638,1,0,,
946,5078,77639,2,0,,
947,5079,77640,2,1,,
948,5080,77641,1,0,,
949,5081,77642,2,1,,
950,5135,77696,1,0,,
951,5190,77751,1,0,,
952,5191,77752,1,0,,
953,5192,77753,2,0,,
954,5193,77754,2,0,,
955,5194,77755,2,0,,
956,5195,77756,2,0,,
957,5196,77757,2,0,,
958,5197,77758,2,0,,
959,5199,77760,2,1,,
960,5200,77761,2,2,,
961,5201,77762,2,0,,
962,5202,77763,2,0,,
963,5203,77764,2,0,,
964,5204,77765,2,0,,
965,5205,77766,2,0,,
966,5206,77767,2,0,,
967,5207,77768,2,0,,
968,5208,77769,2,0,,
969,5209,77770,2,0,,
970,5210,77771,2,0,,
