,search_log_id,rooms_total_price,upsell_total_price,vouchers_total_price,loyalty_discount_total,search_log_session_id,lang_code,currency,arrival,departure,days,nights,adults,children,utc_date,Rate_EUR,total_price_HUF
159,84628,260145.6,0.0,0,26014.6,8553,hu,HUF,2024-10-29,2024-11-01,4,3,2,1,2024-09-30,397.56,229131.0
160,84643,324972.2,0.0,0,32497.2,8565,hu,HUF,2024-12-23,2024-12-27,5,4,2,0,2024-09-30,397.56,292475.0
161,84702,308880.0,0.0,0,0.0,8596,hu,HUF,2024-10-07,2024-10-11,5,4,2,0,2024-09-30,397.56,308880.0
162,84742,165240.0,0.0,0,16524.0,8619,hu,HUF,2025-02-12,2025-02-15,4,3,2,0,2024-09-30,397.56,104102.0
163,84749,194004.0,0.0,0,0.0,8625,hu,HUF,2024-10-22,2024-10-25,4,3,2,0,2024-09-30,397.56,194004.0
164,84769,226569.4,0.0,0,0.0,8639,de,EUR,2024-10-16,2024-10-18,3,2,4,0,2024-09-30,397.56,226569.4
165,84781,338885.1,0.0,0,37240.1,8646,hu,HUF,2024-10-30,2024-11-02,4,3,2,2,2024-09-30,397.56,296645.0
166,84815,386172.2,0.0,0,38617.2,8672,hu,HUF,2024-12-31,2025-01-03,4,3,3,0,2024-09-30,397.56,347555.0
167,85091,254591.1,0.0,0,25459.1,8919,hu,HUF,2024-11-15,2024-11-17,3,2,4,0,2024-10-01,397.29,224132.0
168,85104,209520.0,0.0,0,20952.0,8930,hu,HUF,2024-11-29,2024-12-03,5,4,2,0,2024-10-01,397.29,188568.0
169,85120,278460.0,0.0,0,0.0,8939,hu,HUF,2024-12-19,2024-12-22,4,3,3,0,2024-10-01,397.29,278460.0
170,85118,156723.0,0.0,0,17222.5,8936,de,EUR,2024-10-25,2024-10-27,3,2,2,0,2024-10-01,397.29,126303.5
171,85144,185733.1,0.0,0,18573.3,8958,de,EUR,2024-12-26,2024-12-28,3,2,2,0,2024-10-01,397.29,162193.6
172,85252,209304.0,0.0,0,0.0,9046,hu,HUF,2024-10-17,2024-10-20,4,3,2,0,2024-10-01,397.29,209304.0
173,85255,237504.4,0.0,0,23750.4,9048,hu,HUF,2024-11-08,2024-11-10,3,2,4,0,2024-10-01,397.29,208754.0
174,85298,158400.0,0.0,0,0.0,9076,hu,HUF,2024-10-04,2024-10-06,3,2,2,0,2024-10-01,397.29,158400.0
175,85305,97920.0,0.0,0,9792.0,9080,hu,HUF,2025-01-10,2025-01-12,3,2,2,0,2024-10-01,397.29,83128.0
176,85319,127296.0,0.0,0,0.0,9091,hu,HUF,2024-11-08,2024-11-10,3,2,2,0,2024-10-01,397.29,127296.0
177,85335,204961.9,0.0,0,0.0,9098,de,EUR,2024-11-01,2024-11-03,3,2,2,0,2024-10-01,397.29,204961.9
178,85342,285561.3,0.0,0,31380.3,9104,hu,HUF,2024-11-02,2024-11-04,3,2,3,3,2024-10-01,397.29,254181.0
179,85353,162287.8,0.0,0,16228.8,9108,hu,HUF,2024-10-04,2024-10-06,3,2,2,0,2024-10-01,397.29,146059.0
180,85388,285647.0,0.0,0,0.0,9129,hu,HUF,2024-10-07,2024-10-11,5,4,2,0,2024-10-01,397.29,285647.0
181,85408,471474.4,0.0,0,47147.4,9134,hu,HUF,2024-12-21,2024-12-27,7,6,2,0,2024-10-01,397.29,418927.0
182,85474,250307.8,2990.0,0,25030.8,9179,hu,HUF,2024-10-18,2024-10-21,4,3,2,0,2024-10-01,397.29,201167.0
183,85777,159120.0,0.0,0,15912.0,9441,hu,HUF,2024-12-19,2024-12-22,4,3,2,0,2024-10-01,397.29,138208.0
184,85793,185868.8,0.0,0,18586.9,9453,de,EUR,2024-10-04,2024-10-06,3,2,2,0,2024-10-02,398.86,167281.9
185,85856,246655.6,0.0,0,24665.6,9497,hu,HUF,2024-10-31,2024-11-01,2,1,2,3,2024-10-02,398.86,170302.0
186,85876,137598.7,8096.9,0,15120.8,9509,de,EUR,2024-10-17,2024-10-19,3,2,2,0,2024-10-02,398.86,130574.8
187,85930,163827.8,0.0,0,18004.5,9547,de,EUR,2024-10-27,2024-10-30,4,3,1,1,2024-10-02,398.86,145823.2
188,85931,200028.3,0.0,0,20002.8,9548,de,EUR,2024-10-25,2024-10-27,3,2,2,0,2024-10-02,398.86,180025.5
189,85942,146780.5,18826.2,0,0.0,9555,de,EUR,2024-10-02,2024-10-03,2,1,2,0,2024-10-02,398.86,165606.7
190,85949,328032.2,0.0,0,32803.2,9559,hu,HUF,2024-11-29,2024-12-02,4,3,4,0,2024-10-02,398.86,290229.0
191,85947,432575.6,0.0,0,43257.6,9556,hu,HUF,2024-10-29,2024-11-03,6,5,1,2,2024-10-02,398.86,366673.0
192,85965,248407.8,0.0,0,24840.8,9572,hu,HUF,2024-10-05,2024-10-07,3,2,2,2,2024-10-02,398.86,223567.0
193,85969,153000.0,0.0,0,15300.0,9574,hu,HUF,2024-11-01,2024-11-03,3,2,2,0,2024-10-02,398.86,116141.0
194,85981,65820.0,0.0,0,7233.0,9581,hu,HUF,2024-11-15,2024-11-16,2,1,2,0,2024-10-02,398.86,53587.0
195,85993,273667.8,0.0,0,27366.8,9585,hu,HUF,2024-10-20,2024-10-23,4,3,2,2,2024-10-02,398.86,241301.0
196,86041,175032.2,0.0,0,17503.2,9601,hu,HUF,2024-11-11,2024-11-14,4,3,2,0,2024-10-02,398.86,157529.0
197,86075,169524.4,0.0,0,16952.4,9625,hu,HUF,2024-11-21,2024-11-24,4,3,2,0,2024-10-02,398.86,152572.0
198,86089,328722.3,0.0,0,36123.3,9635,hu,HUF,2024-10-25,2024-10-27,3,2,3,1,2024-10-02,398.86,292599.0
199,86117,181305.6,0.0,150000,18130.6,9644,hu,HUF,2024-10-29,2024-10-31,3,2,2,1,2024-10-02,398.86,13175.0
