,search_log_id,total_price_final,rooms_total_price,upsell_total_price,vouchers_total_price,loyalty_discount_total,redeemed_loyalty_points_total
286,90545,751.23,751.23,0.0,0,0.0,0.0
287,90568,106084.0,119180.78,0.0,0,13096.78,0.0
288,90569,70143.0,88054.33,0.0,0,9676.33,8235.0
289,90599,250382.4,250382.4,0.0,0,0.0,0.0
290,90624,261036.0,295595.6,0.0,0,29559.6,5000.0
291,90671,83128.0,97920.0,0.0,0,9792.0,5000.0
292,90699,306246.0,351180.0,0.0,0,35118.0,9816.0
293,90742,132192.0,146880.0,0.0,0,14688.0,0.0
294,90932,261.63,261.63,0.0,0,0.0,0.0
295,91008,385560.0,428400.0,0.0,0,42840.0,0.0
296,91043,413608.0,465120.0,0.0,0,46512.0,5000.0
297,91258,71814.0,88594.67,0.0,0,9735.67,7045.0
298,91264,249251.0,282945.55,0.0,0,28294.55,5400.0
299,91316,213999.0,237887.78,0.0,0,23788.78,100.0
300,91322,145152.0,161280.0,0.0,0,16128.0,0.0
301,91369,317560.0,322560.0,0.0,0,0.0,0.0
302,91373,73980.0,88200.0,0.0,0,8820.0,5400.0
303,91383,107995.0,132552.22,0.0,0,13255.22,11302.0
304,91390,156038.0,173375.56,0.0,0,17337.56,0.0
305,91389,217728.0,241920.0,0.0,0,24192.0,0.0
306,91397,72576.0,80640.0,0.0,0,8064.0,0.0
307,91396,91118.0,97920.0,2990.0,0,9792.0,0.0
308,91401,194584.0,221760.0,0.0,0,22176.0,5000.0
309,91405,134136.0,149040.0,0.0,0,14904.0,0.0
310,91442,109814.0,128015.56,0.0,0,12801.56,5400.0
311,91465,115926.0,131040.0,2990.0,0,13104.0,5000.0
312,91467,156011.0,181450.67,0.0,0,19939.67,5500.0
313,91510,168336.0,168336.0,0.0,0,0.0,0.0
314,91513,91627.0,101807.8,0.0,0,10180.8,0.0
315,91527,72576.0,80640.0,0.0,0,8064.0,0.0
316,91456,104040.0,104040.0,0.0,0,0.0,0.0
317,91548,67738.0,84672.48,0.0,0,16934.48,0.0
318,91537,80640.0,80640.0,0.0,0,0.0,0.0
319,91552,118541.0,148176.24,0.0,0,29635.24,0.0
320,91554,118541.0,148176.25,0.0,0,29635.25,0.0
321,91573,86285.0,107856.24,0.0,0,21571.24,0.0
322,91570,75298.0,83664.44,0.0,0,8366.44,0.0
323,91597,290239.0,347004.44,0.0,0,34700.44,22065.0
324,91634,172811.0,197567.78,0.0,0,19756.78,5000.0
325,91658,115926.0,131040.0,2990.0,0,13104.0,5000.0
326,91693,120960.0,120960.0,0.0,0,0.0,0.0
327,91730,79834.0,88704.44,0.0,0,8870.44,0.0
328,91831,108864.0,120960.0,0.0,0,12096.0,0.0
