,id,search_log_room_id,age,baby_bed
2430,3937,9896,9,0
2431,3938,9897,4,0
2432,3939,9900,10,0
2433,3940,9903,13,0
2434,3941,9905,13,0
2435,3942,9906,13,0
2436,3943,9906,9,0
2437,3944,9907,13,0
2438,3945,9918,0,0
2439,3946,9919,7,0
2440,3947,9920,7,0
2441,3948,9921,15,0
2442,3949,9921,17,0
2443,3950,9924,15,0
2444,3951,9924,17,0
2445,3952,9925,16,0
2446,3953,9926,17,0
2447,3955,9931,10,0
2448,3956,9932,10,0
2449,3957,9933,8,0
2450,3958,9933,13,0
2451,3959,9934,10,0
2452,3960,9935,10,0
2453,3961,9937,13,0
2454,3962,9937,16,0
2455,3963,9940,8,0
2456,3964,9944,10,0
2457,3965,9944,4,0
2458,3966,9945,6,0
2459,3967,9946,6,0
2460,3968,9954,4,0
2461,3969,9955,6,0
2462,3970,9956,4,0
2463,3971,9959,13,0
2464,3972,9976,4,0
2465,3973,9977,9,0
2466,3974,9977,11,0
2467,3978,9981,4,0
2468,3982,9985,1,1
2469,3983,9986,4,0
2470,3984,9987,1,1
2471,3995,10120,11,0
2472,3996,10121,11,0
2473,3997,10122,11,0
2474,4004,10134,1,0
2475,4005,10134,5,0
2476,4006,10135,1,0
2477,4007,10135,5,0
2478,4008,10136,5,0
2479,4009,10138,10,0
2480,4010,10138,13,0
2481,4011,10139,5,0
2482,4012,10140,5,0
2483,4013,10141,5,0
2484,4014,10142,5,0
2485,4015,10144,5,0
2486,4016,10145,5,0
2487,4017,10146,5,0
2488,4018,10148,5,0
2489,4019,10148,1,0
2490,4020,10149,5,0
2491,4021,10177,5,0
2492,4022,10177,12,0
2493,4023,10204,3,0
2494,4024,10204,6,0
2495,4025,10205,3,0
2496,4026,10205,6,0
2497,4027,10207,12,0
2498,4029,10215,11,0
2499,4030,10216,17,0
2500,4031,10217,17,0
2501,4032,10223,6,0
2502,4033,10223,7,0
2503,4034,10225,6,0
2504,4035,10225,12,0
2505,4036,10226,6,0
2506,4037,10226,12,0
2507,4038,10227,5,0
2508,4039,10227,12,0
2509,4040,10228,5,0
2510,4041,10233,17,0
2511,4042,10233,15,0
2512,4043,10234,2,0
2513,4044,10234,4,0
2514,4045,10237,17,0
2515,4046,10238,17,0
2516,4047,10239,17,0
2517,4048,10245,10,0
2518,4049,10246,10,0
2519,4050,10247,10,0
2520,4051,10253,6,0
2521,4052,10253,11,0
2522,4053,10254,6,0
2523,4054,10255,11,0
2524,4055,10258,1,0
2525,4056,10258,3,0
2526,4057,10258,4,0
2527,4058,10258,6,0
2528,4059,10260,12,0
2529,4060,10260,9,0
2530,4061,10261,6,0
2531,4062,10261,12,0
2532,4063,10263,6,0
2533,4064,10263,12,0
2534,4065,10267,3,0
2535,4066,10267,14,0
2536,4067,10267,17,0
2537,4068,10268,3,0
2538,4069,10268,14,0
2539,4070,10268,17,0
2540,4071,10272,9,0
2541,4072,10272,13,0
2542,4073,10273,4,0
2543,4074,10273,2,0
2544,4075,10277,15,0
2545,4076,10279,5,0
2546,4077,10279,9,0
2547,4078,10280,5,0
2548,4079,10280,9,0
2549,4080,10285,11,0
2550,4081,10286,16,0
2551,4082,10286,13,0
2552,4083,10287,13,0
2553,4084,10288,16,0
2554,4085,10289,13,0
2555,4086,10293,16,0
2556,4087,10293,13,0
2557,4088,10297,16,0
2558,4089,10297,12,0
2559,4090,10298,11,0
2560,4091,10299,6,0
2561,4092,10301,8,0
2562,4093,10301,13,0
2563,4094,10302,8,0
2564,4095,10303,13,0
2565,4096,10306,5,0
2566,4097,10306,0,0
2567,4098,10308,5,0
2568,4099,10308,0,0
2569,4100,10309,10,0
2570,4101,10309,14,0
2571,4102,10309,14,0
2572,4103,10310,10,0
2573,4104,10310,14,0
2574,4105,10312,14,0
2575,4106,10312,12,0
2576,4107,10313,14,0
2577,4108,10313,12,0
2578,4109,10316,5,0
2579,4110,10316,12,0
2580,4111,10317,5,0
2581,4112,10317,12,0
2582,4113,10318,5,0
2583,4114,10318,12,0
2584,4115,10319,5,0
2585,4116,10319,12,0
2586,4117,10320,5,0
2587,4118,10320,12,0
2588,4119,10322,5,0
2589,4120,10322,12,0
2590,4121,10323,5,0
2591,4122,10323,12,0
2592,4123,10324,5,0
2593,4124,10324,12,0
2594,4125,10325,12,0
2595,4126,10325,14,0
2596,4127,10330,5,0
2597,4128,10330,12,0
2598,4129,10331,15,0
2599,4130,10332,7,0
2600,4131,10333,7,0
2601,4132,10333,4,0
2602,4133,10333,5,0
2603,4135,10335,4,0
2604,4136,10336,4,0
2605,4137,10337,4,0
2606,4138,10339,4,0
2607,4139,10340,17,0
2608,4140,10341,4,0
2609,4141,10345,12,0
2610,4142,10345,9,0
2611,4143,10346,12,0
2612,4144,10347,9,0
2613,4145,10350,6,0
2614,4146,10351,6,0
2615,4147,10366,5,0
2616,4148,10366,12,0
2617,4149,10368,2,0
2618,4150,10369,8,0
2619,4151,10369,2,0
2620,4152,10370,3,0
2621,4153,10372,10,0
2622,4154,10372,3,0
2623,4155,10373,10,0
2624,4156,10375,10,0
2625,4157,10379,5,0
2626,4158,10380,5,0
2627,4159,10383,5,0
2628,4160,10384,5,0
2629,4161,10389,5,0
2630,4162,10389,12,0
2631,4163,10390,5,0
2632,4164,10390,10,0
2633,4165,10392,5,0
2634,4166,10392,12,0
2635,4167,10393,5,0
2636,4168,10393,12,0
2637,4169,10395,13,0
2638,4170,10396,13,0
2639,4171,10399,12,0
2640,4172,10400,12,0
2641,4173,10401,12,0
2642,4176,10407,1,1
2643,4177,10409,7,0
2644,4178,10410,0,1
2645,4179,10413,1,1
2646,4180,10414,8,0
2647,4181,10417,6,0
2648,4182,10426,6,0
2649,4183,10428,9,0
2650,4184,10429,7,0
2651,4185,10430,7,0
2652,4186,10431,7,0
2653,4187,10432,0,0
2654,4188,10433,5,0
2655,4189,10436,17,0
2656,4190,10436,15,0
2657,4191,10443,9,0
2658,4192,10444,4,0
2659,4193,10445,4,0
2660,4194,10454,5,0
2661,4195,10454,0,1
2662,4196,10464,5,0
2663,4197,10464,0,1
2664,4198,10466,5,0
2665,4199,10466,5,0
2666,4200,10470,4,0
2667,4201,10471,3,0
2668,4202,10471,5,0
2669,4203,10472,9,0
2670,4204,10474,11,0
2671,4205,10474,4,0
2672,4206,10475,11,0
2673,4207,10475,4,0
2674,4208,10477,9,0
2675,4209,10480,17,0
2676,4210,10480,15,0
2677,4211,10481,1,0
2678,4212,10481,6,0
2679,4213,10481,13,0
2680,4214,10482,1,0
2681,4215,10482,6,0
2682,4216,10482,13,0
2683,4217,10484,4,0
2684,4218,10493,13,0
2685,4219,10493,9,0
2686,4220,10494,13,0
2687,4221,10494,9,0
2688,4222,10495,13,0
2689,4223,10495,9,0
2690,4224,10498,3,0
2691,4225,10505,7,0
2692,4226,10505,7,0
2693,4227,10505,6,0
2694,4228,10505,1,1
2695,4229,10510,4,0
2696,4230,10513,4,0
2697,4231,10514,12,0
2698,4232,10514,16,0
2699,4233,10515,12,0
2700,4234,10516,16,0
2701,4235,10517,5,0
2702,4236,10518,8,0
2703,4237,10520,8,0
2704,4238,10521,8,0
2705,4239,10523,8,0
2706,4240,10524,8,0
2707,4241,10526,8,0
2708,4242,10528,5,0
2709,4243,10528,5,0
2710,4244,10530,4,0
2711,4245,10531,0,0
2712,4246,10532,10,0
2713,4247,10533,1,0
2714,4248,10534,2,0
2715,4249,10535,0,0
2716,4250,10539,16,0
2717,4251,10541,12,0
2718,4252,10543,4,0
2719,4253,10549,4,0
2720,4254,10554,14,0
2721,4255,10554,16,0
2722,4256,10573,12,0
2723,4257,10574,12,0
2724,4258,10575,12,0
2725,4259,10577,14,0
2726,4260,10577,12,0
2727,4261,10577,9,0
2728,4262,10580,11,0
2729,4263,10581,11,0
2730,4264,10584,5,0
2731,4265,10584,12,0
2732,4266,10585,4,0
2733,4267,10585,1,0
2734,4268,10586,13,0
2735,4269,10587,16,0
2736,4270,10588,4,0
2737,4271,10588,6,0
2738,4272,10592,4,0
2739,4273,10592,1,0
2740,4274,10594,2,0
2741,4275,10594,4,0
2742,4276,10596,7,0
2743,4277,10596,3,0
2744,4278,10597,7,0
2745,4279,10597,3,0
2746,4280,10599,7,0
2747,4281,10599,3,0
2748,4284,10603,7,0
2749,4285,10603,3,0
2750,4286,10604,7,0
2751,4287,10605,7,0
2752,4288,10605,3,0
2753,4289,10606,7,0
2754,4290,10606,3,0
2755,4291,10607,1,0
2756,4292,10610,4,0
2757,4293,10610,1,0
2758,4294,10621,4,0
2759,4295,10621,13,0
2760,4296,10622,4,0
2761,4297,10623,13,0
2762,4298,10624,4,0
2763,4299,10624,13,0
2764,4300,10625,4,0
2765,4301,10625,13,0
2766,4302,10626,4,0
2767,4303,10626,13,0
2768,4304,10627,10,0
2769,4305,10627,14,0
2770,4306,10628,4,0
2771,4307,10628,13,0
2772,4308,10629,4,0
2773,4309,10629,13,0
2774,4310,10630,4,0
2775,4311,10630,13,0
2776,4312,10631,4,0
2777,4313,10631,13,0
2778,4314,10632,7,0
2779,4315,10632,10,0
2780,4316,10632,12,0
2781,4317,10632,14,0
2782,4318,10633,7,0
2783,4319,10633,10,0
2784,4320,10633,12,0
2785,4321,10633,14,0
2786,4322,10634,7,0
2787,4323,10634,10,0
2788,4324,10634,12,0
2789,4325,10634,14,0
2790,4326,10635,7,0
2791,4327,10635,10,0
2792,4328,10636,12,0
2793,4329,10636,14,0
2794,4330,10637,7,0
2795,4331,10637,10,0
2796,4332,10638,12,0
2797,4333,10638,14,0
2798,4334,10639,4,0
2799,4335,10639,12,0
2800,4336,10640,4,0
2801,4337,10640,13,0
2802,4338,10641,4,0
2803,4339,10641,12,0
2804,4340,10642,4,0
2805,4341,10642,13,0
2806,4342,10643,4,0
2807,4343,10644,13,0
2808,4344,10647,4,0
2809,4345,10647,13,0
2810,4346,10648,4,0
2811,4347,10648,13,0
2812,4348,10649,4,0
2813,4349,10649,13,0
2814,4350,10650,4,0
2815,4351,10650,13,0
2816,4352,10651,4,0
2817,4353,10651,13,0
2818,4354,10652,4,0
2819,4355,10652,13,0
2820,4356,10653,4,0
2821,4357,10653,13,0
2822,4358,10654,4,0
2823,4359,10654,13,0
2824,4360,10655,4,0
2825,4361,10655,13,0
2826,4362,10656,4,0
2827,4363,10656,13,0
2828,4364,10657,4,0
2829,4365,10657,13,0
2830,4366,10658,4,0
2831,4367,10659,13,0
2832,4368,10661,4,0
2833,4369,10662,13,0
2834,4370,10663,4,0
2835,4371,10664,13,0
2836,4372,10665,4,0
2837,4373,10665,12,0
2838,4374,10666,6,0
2839,4375,10667,4,0
2840,4376,10667,12,0
2841,4377,10668,4,0
2842,4378,10668,12,0
2843,4379,10670,10,0
2844,4380,10670,15,0
2845,4381,10670,17,0
2846,4382,10671,1,1
2847,4383,10675,7,0
2848,4384,10677,7,0
2849,4385,10679,3,0
2850,4386,10679,5,0
2851,4387,10680,10,0
2852,4388,10689,0,0
2853,4389,10689,2,0
2854,4390,10694,9,0
2855,4391,10694,12,0
2856,4392,10694,13,0
2857,4393,10696,9,0
2858,4394,10696,12,0
2859,4395,10697,13,0
2860,4402,10793,12,0
2861,4403,10800,10,0
2862,4404,10824,10,0
2863,4405,10825,7,0
2864,4406,10825,9,0
2865,4407,10826,10,0
2866,4408,10827,14,0
2867,4409,10829,14,0
2868,4410,10831,14,0
2869,4411,10834,8,0
2870,4412,10834,4,0
2871,4413,10844,5,0
2872,4414,10844,7,0
2873,4415,10966,12,0
2874,4416,10967,9,0
2875,4417,11026,1,1
2876,4418,11028,17,0
2877,4419,11029,17,0
2878,4420,11030,17,0
2879,4421,11031,17,0
2880,4422,11032,17,0
2881,4423,11035,13,0
2882,4424,11037,5,0
2883,4425,11038,5,0
2884,4426,11046,11,0
2885,4427,11047,11,0
2886,4428,11048,11,0
2887,4429,11049,11,0
2888,4430,11050,11,0
2889,4431,11051,11,0
2890,4432,11052,11,0
2891,4433,11055,11,0
2892,4434,11056,11,0
2893,4435,11057,11,0
2894,4436,11061,2,0
2895,4437,11061,7,0
2896,4438,11061,13,0
2897,4439,11062,2,1
2898,4440,11063,4,0
2899,4441,11064,4,0
2900,4442,11065,5,0
2901,4443,11066,8,0
2902,4444,11066,12,0
2903,4445,11067,14,0
2904,4446,11067,13,0
2905,4447,11067,11,0
2906,4448,11068,14,0
2907,4449,11068,13,0
2908,4450,11068,11,0
2909,4451,11071,5,0
2910,4452,11073,3,0
2911,4453,11076,12,0
2912,4454,11077,3,0
2913,4455,11078,3,0
2914,4456,11078,5,0
2915,4457,11079,5,0
2916,4458,11081,5,0
2917,4459,11081,0,0
2918,4460,11083,5,0
2919,4461,11083,0,0
2920,4462,11085,5,0
2921,4463,11085,0,0
2922,4464,11090,1,1
2923,4465,11091,11,0
2924,4466,11094,6,0
2925,4467,11096,4,0
2926,4468,11096,13,0
2927,4469,11097,4,0
2928,4470,11097,13,0
2929,4471,11099,4,0
2930,4472,11100,13,0
2931,4473,11104,4,0
2932,4474,11105,13,0
2933,4475,11106,4,0
2934,4476,11107,13,0
2935,4477,11112,4,0
2936,4478,11112,13,0
2937,4479,11113,14,0
2938,4480,11118,13,0
2939,4481,11118,7,0
2940,4482,11119,8,0
2941,4483,11119,10,0
2942,4484,11119,12,0
2943,4485,11120,8,0
2944,4486,11120,10,0
2945,4487,11120,12,0
2946,4488,11122,8,0
2947,4489,11122,10,0
2948,4490,11122,12,0
2949,4495,11142,11,0
2950,4496,11142,15,0
2951,4497,11145,2,0
2952,4498,11145,4,0
2953,4499,11151,5,0
2954,4500,11151,5,0
2955,4501,11151,12,0
2956,4502,11159,1,1
2957,4503,11162,1,1
2958,4504,11183,5,0
2959,4505,11183,12,0
2960,4506,11185,7,0
2961,4507,11189,5,0
2962,4508,11189,7,0
2963,4509,11190,5,0
2964,4510,11190,7,0
2965,4511,11194,8,0
2966,4512,11194,10,0
2967,4513,11194,12,0
2968,4514,11195,8,0
2969,4515,11196,10,0
2970,4516,11196,12,0
2971,4517,11198,8,0
2972,4518,11198,10,0
2973,4519,11198,12,0
2974,4520,11199,7,0
2975,4521,11201,0,1
2976,4522,11201,3,0
2977,4523,11201,5,0
2978,4524,11206,8,0
2979,4525,11206,10,0
2980,4526,11206,12,0
2981,4527,11208,10,0
2982,4528,11210,8,0
2983,4529,11210,10,0
2984,4530,11210,12,0
2985,4531,11211,8,0
2986,4532,11211,10,0
2987,4533,11211,12,0
2988,4534,11221,3,0
2989,4535,11222,3,0
2990,4536,11225,6,0
2991,4537,11225,9,0
2992,4538,11228,3,0
2993,4539,11229,4,0
2994,4540,11229,13,0
2995,4541,11230,4,0
2996,4542,11230,13,0
2997,4543,11231,4,0
2998,4544,11231,13,0
2999,4545,11232,4,0
3000,4546,11232,13,0
3001,4547,11233,4,0
3002,4548,11233,13,0
3003,4549,11234,4,0
3004,4550,11234,13,0
3005,4551,11235,4,0
3006,4552,11235,13,0
3007,4553,11237,6,0
3008,4554,11237,13,0
3009,4555,11237,13,0
3010,4556,11238,6,0
3011,4557,11238,13,0
3012,4558,11238,13,0
3013,4559,11239,6,0
3014,4560,11240,13,0
3015,4561,11240,13,0
3016,4562,11241,6,0
3017,4563,11242,13,0
3018,4564,11242,13,0
3019,4565,11248,2,0
3020,4566,11248,4,0
3021,4567,11252,5,0
3022,4568,11252,7,0
3023,4569,11254,2,0
3024,4570,11258,8,0
3025,4571,11259,5,0
3026,4572,11259,5,0
3027,4573,11260,5,0
3028,4574,11260,5,0
3029,4575,11261,8,0
3030,4576,11262,0,0
3031,4577,11263,2,0
3032,4578,11264,0,1
3033,4579,11266,16,0
3034,4580,11266,13,0
3035,4581,11267,16,0
3036,4582,11267,13,0
3037,4583,11270,6,0
3038,4584,11270,11,0
3039,4585,11271,6,0
3040,4586,11271,11,0
3041,4587,11273,10,0
3042,4588,11273,16,0
3043,4589,11275,1,1
3044,4590,11275,3,0
3045,4591,11277,16,0
3046,4592,11277,13,0
3047,4593,11282,16,0
3048,4594,11282,13,0
3049,4595,11283,16,0
3050,4596,11283,13,0
3051,4597,11284,7,0
3052,4598,11288,15,0
3053,4599,11290,11,0
3054,4600,11290,9,0
3055,4601,11290,5,0
3056,4602,11291,1,0
3057,4603,11291,6,0
3058,4608,11310,5,0
3059,4609,11310,9,0
3060,4610,11315,11,0
3061,4611,11315,9,0
3062,4612,11315,5,0
3063,4613,11316,11,0
3064,4614,11316,9,0
3065,4615,11316,5,0
3066,4616,11324,9,0
3067,4617,11331,17,0
3068,4618,11333,16,0
3069,4619,11333,10,0
3070,4620,11335,13,0
3071,4621,11336,13,0
3072,4622,11337,5,0
3073,4623,11338,13,0
3074,4624,11339,17,0
3075,4625,11339,14,0
3076,4626,11340,14,0
3077,4627,11341,17,0
3078,4628,11343,2,0
3079,4629,11344,10,0
3080,4630,11344,5,0
3081,4631,11345,8,0
3082,4632,11345,12,0
3083,4633,11345,10,0
3084,4634,11346,10,0
3085,4635,11346,5,0
3086,4636,11348,10,0
3087,4637,11349,5,0
3088,4638,11350,8,0
3089,4639,11350,12,0
3090,4640,11350,10,0
3091,4643,11352,10,0
3092,4644,11352,5,0
3093,4645,11353,10,0
3094,4646,11353,5,0
3095,4649,11357,8,0
3096,4650,11357,12,0
3097,4651,11357,10,0
3098,4652,11358,7,0
3099,4653,11365,10,0
3100,4654,11365,8,0
3101,4655,11365,12,0
3102,4656,11379,14,0
3103,4657,11379,7,0
3104,4658,11380,14,0
3105,4659,11380,7,0
3106,4660,11381,14,0
3107,4661,11381,7,0
3108,4662,11388,9,0
3109,4663,11388,6,0
3110,4664,11394,12,0
3111,4665,11395,7,0
3112,4666,11395,7,0
3113,4667,11400,8,0
3114,4668,11400,10,0
3115,4669,11401,8,0
3116,4670,11401,10,0
3117,4671,11404,0,1
3118,4672,11413,10,0
3119,4673,11413,15,0
3120,4674,11416,14,0
3121,4675,11416,7,0
3122,4676,11417,14,0
3123,4677,11417,7,0
3124,4678,11429,17,0
3125,4679,11431,14,0
3126,4680,11432,14,0
3127,4681,11443,0,1
3128,4682,11443,14,0
3129,4683,11443,15,0
3130,4684,11445,0,1
3131,4685,11445,14,0
3132,4686,11445,15,0
3133,4687,11447,0,1
3134,4688,11447,14,0
3135,4689,11447,15,0
3136,4690,11448,7,0
3137,4691,11448,4,0
3138,4692,11449,7,0
3139,4693,11449,4,0
3140,4694,11455,12,0
3141,4695,11456,17,0
3142,4696,11459,10,0
3143,4697,11462,8,0
3144,4698,11463,14,0
3145,4699,11463,12,0
3146,4700,11466,16,0
3147,4701,11467,16,0
3148,4710,11472,9,0
3149,4711,11477,2,1
3150,4712,11477,15,0
3151,4713,11480,2,1
3152,4714,11480,15,0
3153,4715,11484,12,0
3154,4716,11484,14,0
3155,4717,11498,6,0
3156,4718,11498,9,0
3157,4719,11509,7,0
3158,4720,11511,7,0
3159,4721,11514,7,0
3160,4722,11522,17,0
3161,4723,11524,12,0
3162,4724,11525,12,0
3163,4725,11526,6,0
3164,4726,11526,8,0
3165,4727,11527,6,0
3166,4728,11527,8,0
3167,4729,11528,6,0
3168,4730,11528,10,0
3169,4731,11529,6,0
3170,4732,11529,8,0
3171,4733,11535,6,0
3172,4734,11535,8,0
3173,4735,11536,6,0
3174,4736,11536,8,0
3175,4737,11538,6,0
3176,4738,11538,8,0
3177,4739,11544,12,0
3178,4740,11547,12,0
3179,4741,11548,3,0
3180,4742,11549,12,0
3181,4743,11550,12,0
3182,4744,11550,17,0
3183,4745,11551,12,0
3184,4746,11551,17,0
3185,4747,11552,12,0
3186,4748,11662,7,0
3187,4749,11663,7,0
3188,4750,11664,4,0
3189,4751,11664,13,0
3190,4752,11665,4,0
3191,4753,11665,13,0
3192,4754,11666,4,0
3193,4755,11666,13,0
3194,4756,11669,7,0
3195,4757,11676,8,0
3196,4758,11683,9,0
3197,4759,11686,9,0
3198,4767,11796,12,0
3199,4768,11803,7,0
3200,4769,11804,7,0
3201,4770,11805,7,0
3202,4771,11805,7,0
3203,4772,11806,7,0
3204,4773,11807,7,0
3205,4774,11808,5,0
3206,4775,11808,2,0
3207,4776,11809,13,0
3208,4777,11809,11,0
3209,4778,11809,4,0
3210,4779,11812,2,0
3211,4780,11831,12,0
3212,4781,11831,15,0
3213,4782,11848,12,0
3214,4783,11848,15,0
3215,4784,11904,6,0
3216,4785,11904,11,0
3217,4786,11904,13,0
3218,4787,11911,5,0
3219,4788,11912,10,0
3220,4789,11913,6,0
3221,4790,11913,10,0
3222,4791,11914,6,0
3223,4792,11914,10,0
3224,4793,11915,6,0
3225,4794,11915,4,0
3226,4795,11926,2,0
3227,4796,11927,7,0
3228,4797,11927,7,0
3229,4798,11939,6,0
3230,4799,11939,10,0
3231,4800,11940,6,0
3232,4801,11940,10,0
3233,4802,11941,6,0
3234,4803,11941,10,0
3235,4804,11942,6,0
3236,4805,11942,10,0
3237,4806,11943,6,0
3238,4807,11943,10,0
3239,4808,11946,11,0
3240,4809,11946,8,0
3241,4810,11946,0,0
3242,4811,11951,9,0
3243,4812,11952,9,0
3244,4813,11956,6,0
3245,4814,11956,9,0
3246,4815,11958,10,0
3247,4816,11958,12,0
3248,4817,11960,12,0
3249,4818,11960,9,0
3250,4819,11961,11,0
3251,4820,11965,12,0
3252,4821,11965,9,0
3253,4822,11969,5,0
3254,4823,11969,7,0
3255,4824,11972,4,0
3256,4825,11973,15,0
3257,4826,11974,15,0
3258,4827,11975,6,0
3259,4828,11975,9,0
3260,4829,11978,15,0
3261,4830,11979,15,0
3262,4831,11980,7,0
3263,4834,11984,12,0
3264,4835,11985,12,0
3265,4836,11991,15,0
3266,4837,11991,8,0
3267,4838,11992,7,0
3268,4839,11994,0,0
3269,4840,11996,0,0
3270,4841,11997,12,0
3271,4842,11999,5,0
3272,4843,11999,12,0
3273,4844,12002,0,0
3274,4845,12005,2,1
3275,4846,12005,5,0
3276,4847,12008,8,0
3277,4848,12009,2,1
3278,4849,12009,5,0
3279,4850,12020,11,0
3280,4851,12020,14,0
3281,4852,12021,11,0
3282,4853,12021,14,0
3283,4854,12023,11,0
3284,4855,12024,14,0
3285,4856,12026,9,0
3286,4857,12027,16,0
3287,4858,12028,1,1
3288,4859,12029,11,0
3289,4860,12031,16,0
3290,4861,12034,3,0
3291,4862,12050,7,0
3292,4863,12050,11,0
3293,4864,12053,1,0
3294,4865,12054,1,0
3295,4866,12056,8,0
3296,4867,12056,10,0
3297,4868,12058,8,0
3298,4869,12058,10,0
3299,4870,12060,8,0
3300,4871,12060,10,0
3301,4872,12069,7,0
3302,4873,12069,9,0
3303,4874,12073,2,1
3304,4875,12073,8,0
3305,4876,12074,3,0
3306,4877,12075,8,0
3307,4878,12076,3,0
3308,4879,12076,8,0
3309,4880,12077,2,0
3310,4881,12077,8,0
3311,4882,12078,2,0
3312,4883,12078,8,0
3313,4884,12080,3,0
3314,4885,12081,8,0
3315,4886,12083,4,0
3316,4887,12083,13,0
3317,4888,12085,4,0
3318,4889,12085,13,0
3319,4890,12088,4,0
3320,4891,12094,3,0
3321,4892,12095,8,0
3322,4893,12097,9,0
3323,4894,12097,15,0
3324,4895,12098,9,0
3325,4896,12098,15,0
3326,4897,12100,5,0
3327,4898,12100,7,0
3328,4899,12102,7,0
3329,4900,12104,7,0
3330,4901,12104,9,0
3331,4902,12106,2,1
3332,4903,12106,5,0
3333,4904,12109,7,0
3334,4905,12109,5,0
3335,4906,12110,7,0
3336,4907,12110,5,0
3337,4908,12111,7,0
3338,4909,12111,5,0
3339,4910,12114,3,0
3340,4911,12114,5,0
3341,4912,12117,1,1
3342,4913,12118,17,0
3343,4914,12118,16,0
3344,4915,12119,16,0
3345,4916,12119,17,0
3346,4917,12120,17,0
3347,4918,12120,16,0
3348,4919,12121,16,0
3349,4920,12121,17,0
3350,4921,12122,1,1
3351,4922,12122,4,0
3352,4923,12123,17,0
3353,4924,12124,16,0
3354,4925,12127,2,0
3355,4926,12127,4,0
3356,4927,12128,2,0
3357,4928,12128,4,0
3358,4929,12129,1,1
3359,4930,12131,6,0
3360,4931,12133,5,0
3361,4932,12139,2,1
3362,4933,12143,2,1
3363,4934,12145,1,1
3364,4935,12152,3,0
3365,4936,12152,5,0
3366,4937,12153,2,0
3367,4938,12153,5,0
3368,4939,12154,1,1
3369,4940,12158,2,0
3370,4941,12158,5,0
3371,4942,12160,2,0
3372,4943,12160,5,0
3373,4944,12163,2,0
3374,4945,12163,5,0
3375,4946,12170,4,0
3376,4947,12170,7,0
3377,4948,12171,4,0
3378,4949,12171,7,0
3379,4950,12174,4,0
3380,4951,12174,7,0
3381,4952,12189,15,0
3382,4953,12201,16,0
3383,4954,12207,0,0
3384,4955,12209,8,0
3385,4956,12218,11,0
3386,4957,12218,15,0
3387,4958,12219,11,0
3388,4959,12219,15,0
3389,4960,12220,11,0
3390,4961,12220,15,0
3391,4962,12221,0,1
3392,4963,12223,0,1
3393,4964,12225,12,0
3394,4965,12225,14,0
3395,4966,12228,2,0
3396,4967,12229,3,0
3397,4968,12229,8,0
3398,4969,12230,16,0
3399,4970,12236,13,0
3400,4971,12236,13,0
3401,4972,12237,10,0
3402,4973,12237,10,0
3403,4974,12237,12,0
3404,4975,12243,6,0
3405,4976,12243,10,0
3406,4977,12244,1,0
3407,4978,12245,1,0
3408,4979,12254,4,0
3409,4980,12254,2,0
3410,4981,12255,3,0
3411,4982,12255,4,0
3412,4983,12257,8,0
3413,4984,12257,10,0
3414,4985,12258,8,0
3415,4986,12258,10,0
3416,4987,12261,3,0
3417,4988,12261,4,0
3418,4989,12264,2,0
3419,4990,12264,2,0
3420,4991,12265,2,0
3421,4992,12265,2,0
3422,4993,12266,2,0
3423,4994,12266,2,0
3424,4995,12268,1,1
3425,4996,12277,13,0
3426,4997,12278,13,0
3427,4998,12280,2,1
3428,4999,12287,16,0
3429,5000,12288,16,0
3430,5001,12289,16,0
3431,5002,12313,3,0
3432,5003,12313,6,0
3433,5004,12313,1,0
3434,5005,12321,9,0
3435,5006,12321,12,0
3436,5007,12341,4,0
3437,5008,12463,17,0
3438,5009,12466,11,0
3439,5010,12467,11,0
3440,5011,12472,6,0
3441,5012,12472,9,0
3442,5013,12473,6,0
3443,5014,12473,9,0
3444,5015,12476,6,0
3445,5016,12476,9,0
3446,5017,12477,6,0
3447,5018,12477,9,0
3448,5019,12480,8,0
3449,5020,12480,2,1
3450,5021,12481,15,0
3451,5022,12541,13,0
3452,5023,12546,7,0
3453,5024,12546,8,0
3454,5025,12547,7,0
3455,5026,12547,8,0
3456,5027,12555,1,1
3457,5028,12555,4,0
3458,5030,12561,1,1
3459,5031,12566,11,0
3460,5032,12570,11,0
3461,5033,12591,6,0
3462,5034,12591,3,0
3463,5035,12592,9,0
3464,5036,12595,6,0
3465,5037,12596,9,0
3466,5038,12600,3,0
3467,5039,12600,5,0
3468,5040,12605,12,0
3469,5041,12620,12,0
3470,5042,12620,15,0
3471,5043,12621,12,0
3472,5044,12622,7,0
3473,5045,12625,2,0
3474,5046,12625,5,0
3475,5047,12626,11,0
3476,5051,12629,9,0
3477,5052,12629,12,0
3478,5053,12629,13,0
3479,5054,12641,3,0
3480,5055,12641,5,0
3481,5056,12642,2,0
3482,5057,12642,5,0
3483,5058,12643,3,0
3484,5059,12643,5,0
3485,5060,12644,12,0
3486,5061,12644,12,0
3487,5062,12644,17,0
3488,5063,12645,3,0
3489,5064,12645,4,0
3490,5065,12646,3,0
3491,5066,12646,4,0
3492,5067,12650,16,0
3493,5068,12662,12,0
3494,5069,12665,3,0
3495,5070,12665,4,0
3496,5074,12672,2,0
3497,5075,12672,5,0
3498,5076,12680,1,1
3499,5077,12681,1,1
3500,5078,12682,3,0
3501,5079,12689,2,0
3502,5080,12689,5,0
3503,5081,12690,7,0
3504,5082,12692,2,0
